観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),18日の最高気温(℃),18日の最高気温の品質情報,18日の最高気温起時（時）,18日の最高気温起時（分）,18日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（17日まで）,今年の最高気温（17日まで）の品質情報,今年の最高気温（17日まで）を観測した起日（年）,今年の最高気温（17日まで）を観測した起日（月）,今年の最高気温（17日まで）を観測した起日（日）,17日までの観測史上1位の値（℃）,17日までの観測史上1位の値の品質情報,17日までの観測史上1位の値を観測した起日（年）,17日までの観測史上1位の値を観測した起日（月）,17日までの観測史上1位の値を観測した起日（日）,17日までの11月の1位の値,17日までの11月の1位の値の品質情報,17日までの11月の1位の値の起日（年）,17日までの11月の1位の値の起日（月）,17日までの11月の1位の値の起日（日）,統計開始年
44046,東京都,小河内（オゴウチ）,,2024,11,18,23,00,14.8,5,00,29,5,+1.3,-6.6,11,2,,,0,35.1,5,2024,07,29,36.4,8,2002,08,08,24.0,8,2020,11,20,1976
44056,東京都,青梅（オウメ）,,2024,11,18,23,00,17.2,5,02,47,5,+1.6,-7.2,11,1,,,0,38.7,5,2024,07,29,40.8,8,2018,07,23,26.4,8,2009,11,01,1976
44071,東京都,練馬（ネリマ）,,2024,11,18,23,00,18.5,5,00,14,5,+2.1,-5.0,11,1,,,0,39.3,5,2024,07,29,39.6,8,2018,07,23,25.5,8,2023,11,04,2012
44112,東京都,八王子（ハチオウジ）,,2024,11,18,23,00,17.1,5,04,14,5,+1.3,-7.2,11,2,,,0,38.7,5,2024,07,29,39.3,8,2020,08,11,26.7,8,2009,11,01,1976
44116,東京都,府中（フチュウ）,,2024,11,18,23,00,18.2,5,00,03,5,+1.9,-7.1,11,1,,,0,39.2,5,2024,07,08,39.2,8,2024,07,08,26.5,8,2023,11,07,1976
44132,東京都,東京（トウキョウ）,47662,2024,11,18,23,00,18.9,5,00,03,5,+2.7,-4.9,11,1,,,0,37.3,5,2024,07,29,39.5,8,2004,07,20,27.5,8,2023,11,07,1875
44136,東京都,江戸川臨海（エドガワリンカイ）,,2024,11,18,23,00,18.9,5,00,36,5,+2.5,-5.0,11,1,,,0,35.4,5,2024,07,30,38.0,8,2004,07,21,25.8,8,2023,11,05,1976
44166,東京都,羽田（ハネダ）,,2024,11,18,23,00,19.4,5,00,28,5,+3.0,-2.9,11,1,,,0,37.7,5,2024,07,30,38.2,8,2013,08,11,27.2,8,2023,11,07,1993
44172,東京都,大島（オオシマ）,47675,2024,11,18,23,00,21.5,5,00,03,5,+4.2,-2.6,10,2,,,0,34.2,5,2024,07,30,35.9,8,2020,08,16,25.1,8,2024,11,02,1938
44173,東京都,大島北ノ山（オオシマキタノヤマ）,,2024,11,18,23,00,21.8,5,01,18,5,+4.4,-1.3,10,2,,,0,34.2,5,2024,07,30,34.4,8,2020,08,16,25.4,8,2023,11,06,2003
44207,東京都,新島（ニイジマ）,,2024,11,18,23,00,22.8,5,00,05,5,+4.6,-0.1,10,2,,,0,34.9,5,2024,07,29,34.9,8,2024,07,29,26.7,8,2024,11,02,2003
44216,東京都,神津島（コウヅシマ）,,2024,11,18,23,00,21.6,5,00,10,5,+4.0,-0.5,10,2,,,0,31.8,5,2024,08,09,33.7,8,2018,07,23,25.5,8,2024,11,02,2003
44226,東京都,三宅島（ミヤケジマ）,47677,2024,11,18,23,00,22.9,5,00,44,5,+4.3,+0.5,10,2,,,0,33.1,5,2024,07,29,33.1,8,2024,07,29,26.4,8,2024,11,02,1942
44228,東京都,三宅坪田（ミヤケツボタ）,,2024,11,18,23,00,23.2,5,01,03,5,+3.9,-1.4,10,3,,,0,36.7,5,2024,07,30,36.7,8,2024,07,30,26.9,8,2024,11,02,2001
44262,東京都,八重見ヶ原（ヤエミガハラ）,,2024,11,18,23,00,23.5,4,11,48,4,+3.3,-0.4,10,3,,,0,36.2,5,2024,07,30,36.2,8,2024,07,30,26.5,8,2011,11,04,2003
44263,東京都,八丈島（ハチジョウジマ）,47678,2024,11,18,23,00,22.9,5,11,48,5,+3.4,-0.6,10,3,,,0,35.5,5,2024,07,30,35.5,8,2024,07,30,26.4,8,2024,11,01,1906
44301,東京都,父島（チチジマ）,47971,2024,11,18,23,00,28.5,5,13,04,5,+2.9,0.0,10,2,,,0,34.1,5,2024,07,14,34.1,8,2024,07,14,30.2,8,1998,11,03,1968
45061,千葉県,我孫子（アビコ）,,2024,11,18,23,00,18.0,5,00,22,5,+2.1,-5.3,11,1,,,0,36.9,5,2024,08,17,39.2,8,2013,08,11,26.5,8,2023,11,07,2010
45081,千葉県,香取（カトリ）,,2024,11,18,23,00,17.6,5,01,34,5,+2.0,-4.4,11,1,,,0,36.3,5,2024,08,12,37.6,8,2022,08,03,27.1,8,2023,11,07,1999
45106,千葉県,船橋（フナバシ）,,2024,11,18,23,00,19.0,5,00,24,5,+3.0,-4.7,11,1,,,0,38.6,5,2024,07,29,39.0,8,2013,08,11,26.2,8,2023,11,07,1999
45116,千葉県,佐倉（サクラ）,,2024,11,18,23,00,17.5,5,00,20,5,+1.3,-5.1,11,2,,,0,37.8,5,2024,07,08,39.1,8,1995,08,20,28.1,8,2023,11,07,1978
45121,千葉県,成田（ナリタ）,,2024,11,18,23,00,18.2,5,00,46,5,+2.0,-4.0,11,1,,,0,36.5,5,2024,08,11,38.4,8,2004,07,20,27.4,8,2023,11,07,2003
45148,千葉県,銚子（チョウシ）,47648,2024,11,18,23,00,18.9,5,02,03,5,+2.1,-2.7,11,1,,,0,35.9,5,2024,08,11,35.9,8,2024,08,11,25.4,8,2023,11,04,1887
45181,千葉県,横芝光（ヨコシバヒカリ）,,2024,11,18,23,00,17.9,5,01,25,5,+0.8,-4.7,11,2,,,0,37.6,5,2024,08,11,38.1,8,1995,08,28,26.8,8,2023,11,04,1978
45212,千葉県,千葉（チバ）,47682,2024,11,18,23,00,20.0,5,00,35,5,+3.3,-3.6,10,3,,,0,37.4,5,2024,07,29,38.5,8,2015,08,07,27.5,8,2023,11,07,1966
45261,千葉県,茂原（モバラ）,,2024,11,18,23,00,18.0,5,01,30,5,+0.8,-6.2,11,2,,,0,37.6,5,2024,07,07,39.9,8,2013,08,11,27.4,8,2023,11,07,1978
45282,千葉県,木更津（キサラヅ）,,2024,11,18,23,00,18.8,5,00,32,5,+2.6,-4.0,11,1,,,0,38.2,5,2024,07,29,38.2,8,2024,07,29,26.4,8,2023,11,02,2006
45291,千葉県,牛久（ウシク）,,2024,11,18,23,00,17.6,5,01,43,5,+0.7,-6.8,11,2,,,0,39.8,5,2024,07,28,40.2,8,2004,07,20,27.2,8,2023,11,07,1978
45326,千葉県,坂畑（サカハタ）,,2024,11,18,23,00,17.3,5,01,23,5,+1.2,-4.0,11,2,,,0,37.4,5,2024,07,22,37.4,8,2024,07,22,26.2,8,2023,11,02,1978
45361,千葉県,鴨川（カモガワ）,,2024,11,18,23,00,18.6,5,01,41,5,+0.8,-5.6,11,2,,,0,37.3,5,2024,08,11,37.3,8,2024,08,11,27.4,8,2023,11,04,1978
45371,千葉県,勝浦（カツウラ）,47674,2024,11,18,23,00,19.6,5,00,01,5,+2.0,-4.3,11,1,,,0,34.2,5,2024,07,30,34.9,8,1924,08,23,25.9,8,1945,11,01,1906
45401,千葉県,館山（タテヤマ）,47672,2024,11,18,23,00,18.8,5,02,06,5,+0.9,-5.4,11,2,,,0,36.1,5,2024,08,10,36.6,8,1994,08,03,26.2,8,2023,11,04,1968
46091,神奈川県,海老名（エビナ）,,2024,11,18,23,00,18.2,5,00,12,5,+1.1,-6.5,11,2,,,0,37.6,5,2024,07,20,38.1,8,2016,08,09,27.9,8,2023,11,07,1978
46106,神奈川県,横浜（ヨコハマ）,47670,2024,11,18,23,00,19.1,5,00,35,5,+2.5,-4.2,11,1,,,0,37.1,5,2024,07,29,37.4,8,2016,08,09,27.3,8,2023,11,07,1896
46141,神奈川県,辻堂（ツジドウ）,,2024,11,18,23,00,19.1,5,00,20,5,+1.8,-6.0,11,1,,,0,37.0,5,2024,08,15,37.0,8,2024,08,15,25.5,8,2023,11,07,1992
46166,神奈川県,小田原（オダワラ）,,2024,11,18,23,00,18.4,5,00,28,5,+1.5,-5.9,11,1,,,0,37.9,5,2024,07,08,38.0,8,2023,08,04,28.1,8,2023,11,07,1978
46211,神奈川県,三浦（ミウラ）,,2024,11,18,23,00,20.5,5,00,01,5,+3.7,-2.2,10,3,,,0,36.3,5,2024,08,09,36.4,8,2004,07,21,25.0,8,2022,11,03,1978
48031,長野県,野沢温泉（ノザワオンセン）,,2024,11,18,23,00,9.3,5,00,12,5,-1.3,-9.9,11,3,,,0,33.3,5,2024,08,23,36.4,8,1994,08,13,22.4,8,2023,11,06,1978
48061,長野県,信濃町（シナノマチ）,,2024,11,18,23,00,7.9,5,01,33,5,-2.5,-11.3,11,3,,,0,33.4,5,2024,08,23,34.6,8,2018,08,22,22.5,8,2020,11,19,1978
48066,長野県,飯山（イイヤマ）,,2024,11,18,23,00,11.4,5,01,05,5,-0.8,-10.1,11,3,,,0,36.3,5,2024,08,23,37.6,8,1994,08,14,25.5,8,2020,11,20,1978
48141,長野県,白馬（ハクバ）,,2024,11,18,23,00,7.8,5,00,08,5,-2.8,-9.5,12,1,,,0,33.9,5,2024,07,07,36.2,8,1994,08,16,24.2,8,2023,11,03,1978
48156,長野県,長野（ナガノ）,47610,2024,11,18,23,00,10.2,5,02,24,5,-2.5,-10.3,11,3,,,0,36.6,5,2024,08,23,38.7,8,1994,08,16,26.2,8,1977,11,08,1889
48191,長野県,大町（オオマチ）,,2024,11,18,23,00,8.3,5,00,10,5,-2.5,-9.7,11,3,,,0,35.1,5,2024,07,23,35.5,8,2018,08,05,24.0,8,2023,11,03,1978
48196,長野県,信州新町（シンシュウシンマチ）,,2024,11,18,23,00,9.5,5,01,14,5,-3.0,-10.0,12,1,,,0,36.3,5,2024,07,07,38.6,8,1994,08,16,25.2,8,2023,11,03,1978
48216,長野県,菅平（スガダイラ）,,2024,11,18,23,00,4.5,5,00,58,5,-3.0,-14.6,12,1,,,0,29.6,5,2024,07,05,30.4,8,1994,08,15,21.2,8,2023,11,03,1978
48256,長野県,上田（ウエダ）,,2024,11,18,23,00,11.7,5,13,42,5,-1.9,-10.2,11,3,,,0,38.4,5,2024,08,24,38.8,8,2022,07,02,26.4,8,2009,11,01,1976
48296,長野県,穂高（ホタカ）,,2024,11,18,23,00,9.7,5,01,43,5,-3.0,-9.0,12,1,,,0,37.4,5,2024,07,07,37.8,8,2013,07,12,24.8,8,1987,11,03,1978
48321,長野県,東御（トウミ）,,2024,11,18,23,00,9.0,5,13,17,5,-2.0,-12.0,11,3,,,0,33.2,5,2024,07,23,33.6,8,2018,07,15,24.1,8,2023,11,03,1978
48331,長野県,軽井沢（カルイザワ）,47622,2024,11,18,23,00,8.3,5,13,06,5,-2.2,-10.3,11,3,,,0,32.1,5,2024,07,23,34.2,8,1946,07,16,23.3,8,2023,11,03,1925
48361,長野県,松本（マツモト）,47618,2024,11,18,23,00,10.4,5,12,26,5,-2.8,-9.6,12,1,,,0,36.7,5,2024,07,05,38.5,8,1942,08,02,26.3,8,2023,11,03,1898
48363,長野県,松本今井（マツモトイマイ）,,2024,11,18,23,00,9.3,5,10,57,5,-2.9,-9.6,12,1,,,0,35.9,5,2024,08,04,36.6,8,2020,08,15,26.0,8,2023,11,03,2003
48381,長野県,立科（タテシナ）,,2024,11,18,23,00,9.4,5,13,08,5,-2.5,-12.8,12,1,,,0,35.4,5,2024,08,04,36.0,8,2022,07,02,25.0,8,2023,11,03,1978
48386,長野県,佐久（サク）,,2024,11,18,23,00,10.3,5,13,00,5,-2.4,-12.8,12,1,,,0,37.5,5,2024,07,23,37.5,8,2024,07,23,26.3,8,2023,11,03,1978
48466,長野県,奈川（ナガワ）,,2024,11,18,23,00,10.5,5,12,19,5,+0.2,-8.5,11,2,,,0,33.2,5,2024,08,24,34.4,8,2020,08,20,23.3,8,2023,11,03,1978
48491,長野県,諏訪（スワ）,47620,2024,11,18,23,00,9.6,5,01,07,5,-2.4,-10.0,12,1,,,0,34.3,5,2024,08,03,35.5,8,1995,08,20,22.9,8,1977,11,01,1945
48531,長野県,開田高原（カイダコウゲン）,,2024,11,18,23,00,7.6,5,10,40,5,-1.5,-9.6,11,3,,,0,31.6,5,2024,08,02,32.2,8,2018,07,15,21.1,8,2023,11,03,1978
48536,長野県,木祖薮原（キソヤブハラ）,,2024,11,18,23,00,12.4,5,12,38,5,,-8.1,,,,,0,35.0,5,2024,08,03,36.2,8,2020,08,20,23.8,8,2023,11,03,2019
48546,長野県,辰野（タツノ）,,2024,11,18,23,00,9.8,5,02,39,5,-2.3,-9.8,12,1,,,0,36.4,5,2024,07,29,36.4,8,2024,07,29,23.0,8,2023,11,03,1978
48561,長野県,原村（ハラムラ）,,2024,11,18,23,00,8.2,5,14,05,5,-2.7,-11.7,12,1,,,0,33.5,5,2024,07,23,33.9,8,2020,08,20,22.8,8,2023,11,03,1978
48571,長野県,野辺山（ノベヤマ）,,2024,11,18,23,00,6.2,5,00,18,5,-2.6,-12.8,12,1,,,0,30.7,5,2024,07,07,31.0,8,2003,08,23,21.5,8,2023,11,03,1978
48606,長野県,木曽福島（キソフクシマ）,,2024,11,18,23,00,14.2,5,11,22,5,+1.0,-6.4,11,2,,,0,35.6,5,2024,08,02,36.1,8,2023,08,12,23.8,8,2023,11,03,1976
48621,長野県,伊那（イナ）,,2024,11,18,23,00,11.9,5,12,44,5,-1.1,-6.1,11,3,,,0,37.1,5,2024,08,02,37.2,8,2018,08,01,24.3,8,2023,11,02,1993
48717,長野県,南木曽（ナギソ）,,2024,11,18,23,00,15.6,5,12,30,5,+2.6,-5.4,11,1,,,0,35.1,5,2024,08,17,35.7,8,2018,08,06,23.3,8,2023,11,06,1978
48731,長野県,飯島（イイジマ）,,2024,11,18,23,00,12.2,5,13,19,5,0.0,-4.9,11,2,,,0,35.3,5,2024,07,29,35.5,8,2023,08,12,22.4,8,2000,11,02,1978
48767,長野県,飯田（イイダ）,47637,2024,11,18,23,00,16.2,5,13,31,5,+2.1,-4.0,11,1,,,0,36.8,5,2024,08,12,37.7,8,2018,08,06,26.1,8,1923,11,01,1897
48826,長野県,浪合（ナミアイ）,,2024,11,18,23,00,13.4,5,11,07,5,+1.8,-7.1,11,2,,,0,32.3,5,2024,08,17,33.5,8,2007,08,17,22.9,8,2023,11,03,1978
48841,長野県,南信濃（ミナミシナノ）,,2024,11,18,23,00,18.4,5,13,31,5,+3.6,-2.3,11,1,,,0,39.1,5,2024,07,29,39.5,8,2020,08,17,24.7,8,2023,11,06,1978
49036,山梨県,大泉（オオイズミ）,,2024,11,18,23,00,14.6,5,12,44,5,+2.2,-6.0,11,1,,,0,35.6,5,2024,07,07,36.5,8,2013,08,11,24.0,8,2023,11,07,1977
49086,山梨県,韮崎（ニラサキ）,,2024,11,18,23,00,17.0,5,12,14,5,+1.9,-5.1,11,1,,,0,37.3,5,2024,07,07,38.4,8,1994,08,02,26.5,8,2023,11,07,1977
49142,山梨県,甲府（コウフ）,47638,2024,11,18,23,00,18.7,5,13,02,5,+2.7,-4.1,11,1,,,0,39.4,5,2024,07,22,40.7,8,2013,08,10,29.6,8,1923,11,01,1894
49151,山梨県,勝沼（カツヌマ）,,2024,11,18,23,00,16.8,4,00,10,4,+1.4,-6.4,11,2,,,0,39.6,5,2024,07,22,40.5,8,2013,08,10,27.4,8,2023,11,07,1977
49161,山梨県,大月（オオツキ）,,2024,11,18,23,00,16.0,5,05,06,5,+0.8,-7.8,11,2,,,0,39.2,5,2024,07,29,39.9,8,1990,07,19,26.1,8,1979,11,05,1977
49196,山梨県,古関（フルセキ）,,2024,11,18,23,00,14.9,5,13,29,5,+1.1,-5.8,11,2,,,0,36.9,5,2024,07,29,38.6,8,2013,08,10,25.2,8,2023,11,07,1978
49236,山梨県,切石（キリイシ）,,2024,11,18,23,00,16.3,5,01,16,5,+0.3,-6.2,11,2,,,0,38.0,5,2024,08,17,39.2,8,2016,08,09,27.7,8,2023,11,07,1977
49251,山梨県,河口湖（カワグチコ）,47640,2024,11,18,23,00,14.6,5,10,36,5,+1.5,-7.3,11,2,,,0,35.2,5,2024,07,07,35.3,8,2013,07,12,24.1,8,2023,11,07,1933
49256,山梨県,山中（ヤマナカ）,,2024,11,18,23,00,13.6,5,10,35,5,+1.7,-6.6,11,1,,,0,34.9,5,2024,07,07,34.9,8,2024,07,07,25.2,8,2023,11,07,1977
49316,山梨県,南部（ナンブ）,,2024,11,18,23,00,18.9,5,02,07,5,+2.0,-5.3,11,1,,,0,38.2,5,2024,08,17,38.9,8,2016,08,09,27.3,8,2023,11,07,1977
50106,静岡県,井川（イカワ）,,2024,11,18,23,00,17.9,5,11,39,5,+4.3,-2.8,10,3,,,0,36.2,5,2024,07,23,36.2,8,2024,07,23,22.4,8,1996,11,02,1978
50136,静岡県,御殿場（ゴテンバ）,,2024,11,18,23,00,17.4,5,01,27,5,+2.7,-5.8,11,1,,,0,35.2,5,2024,07,29,35.3,8,2016,08,09,24.3,8,2023,11,02,1976
50196,静岡県,富士（フジ）,,2024,11,18,23,00,19.1,5,00,17,5,+1.3,-6.1,11,2,,,0,36.1,5,2024,07,30,36.9,8,2002,07,24,26.5,8,2023,11,07,1978
50206,静岡県,三島（ミシマ）,47657,2024,11,18,23,00,19.0,5,08,03,5,+1.0,-6.7,11,2,,,0,37.4,5,2024,07,30,37.4,8,2024,07,30,27.8,8,2000,11,02,1930
50226,静岡県,佐久間（サクマ）,,2024,11,18,23,00,20.4,5,12,22,5,+3.8,-2.1,10,3,,,0,39.8,5,2024,07,29,40.2,8,2001,07,24,25.7,8,1979,11,11,1978
50241,静岡県,川根本町（カワネホンチョウ）,,2024,11,18,23,00,21.5,5,11,55,5,+4.9,-2.2,10,3,,,0,38.4,5,2024,07,27,39.6,8,2020,08,15,26.3,8,1996,11,02,1978
50261,静岡県,清水（シミズ）,,2024,11,18,23,00,20.5,5,09,43,5,+2.3,-4.4,11,1,,,0,37.3,5,2024,08,16,38.2,8,2004,07,13,28.2,8,2023,11,07,1978
50281,静岡県,網代（アジロ）,47668,2024,11,18,23,00,21.1,5,00,03,5,+4.4,-2.4,10,2,,,0,36.1,5,2024,07,07,36.8,8,2015,08,06,26.5,8,1977,11,01,1937
50331,静岡県,静岡（シズオカ）,47656,2024,11,18,23,00,21.1,5,09,43,5,+2.8,-4.7,11,1,,,0,40.0,5,2024,07,07,40.0,8,2024,07,07,28.0,8,2023,11,07,1940
50386,静岡県,天竜（テンリュウ）,,2024,11,18,23,00,20.9,5,12,44,5,+3.0,-5.3,11,1,,,0,40.2,5,2024,07,29,40.9,8,2020,08,16,27.8,8,2023,11,02,1978
50456,静岡県,浜松（ハママツ）,47654,2024,11,18,23,00,20.8,5,11,17,5,+2.9,-4.6,11,1,,,0,39.2,5,2024,07,28,41.1,8,2020,08,17,27.8,8,2000,11,02,1882
50476,静岡県,菊川牧之原（キクガワマキノハラ）,,2024,11,18,23,00,20.9,5,11,19,5,+4.3,-4.1,10,3,,,0,36.8,5,2024,07,22,37.4,8,2020,08,15,25.9,8,2023,11,02,1978
50477,静岡県,静岡空港（シズオカクウコウ）,,2024,11,18,23,00,22.0,5,12,36,5,+4.8,-3.5,10,2,,,0,37.4,5,2024,07,22,37.4,8,2024,07,22,25.5,8,2024,11,17,2009
50491,静岡県,松崎（マツザキ）,,2024,11,18,23,00,22.4,5,12,09,5,+4.2,-2.4,10,3,,,0,37.3,5,2024,07,30,37.3,8,2024,07,30,27.4,4,2000,11,02,1978
50506,静岡県,稲取（イナトリ）,,2024,11,18,23,00,21.1,5,00,09,5,+4.2,-0.9,10,2,,,0,36.2,5,2024,08,11,36.5,8,2022,08,03,26.2,8,2023,11,04,1978
50536,静岡県,磐田（イワタ）,,2024,11,18,23,00,21.1,5,11,12,5,+3.2,-4.3,11,1,,,0,38.0,5,2024,07,29,39.2,8,1994,08,03,26.4,8,2023,11,02,1978
50551,静岡県,御前崎（オマエザキ）,47655,2024,11,18,23,00,21.7,5,11,37,5,+4.0,-2.3,10,3,,,0,35.1,5,2024,07,29,36.7,8,2004,07,20,26.1,8,2000,11,02,1932
50561,静岡県,石廊崎（イロウザキ）,47666,2024,11,18,23,00,21.7,5,00,15,5,+4.3,-2.4,10,2,,,0,33.8,5,2024,08,14,33.9,8,2004,07,20,25.9,8,2023,11,06,1939
51031,愛知県,愛西（アイサイ）,,2024,11,18,23,00,19.1,5,11,37,5,+2.8,-4.6,11,1,,,0,38.8,5,2024,08,09,40.3,8,1994,08,05,25.9,8,2023,11,06,1979
51071,愛知県,稲武（イナブ）,,2024,11,18,23,00,16.0,5,00,05,5,+2.4,-5.6,11,1,,,0,35.1,5,2024,08,09,35.5,8,2018,07,23,22.7,8,2009,11,01,1979
51106,愛知県,名古屋（ナゴヤ）,47636,2024,11,18,23,00,19.6,5,12,33,5,+3.0,-4.8,11,1,,,0,39.3,5,2024,08,09,40.3,8,2018,08,03,27.2,8,1923,11,01,1890
51116,愛知県,豊田（トヨタ）,,2024,11,18,23,00,19.3,5,13,39,5,+2.6,-5.8,11,1,,,0,39.5,5,2024,08,09,39.8,8,2022,07,01,26.5,8,2023,11,06,1979
51216,愛知県,大府（オオブ）,,2024,11,18,23,00,19.4,5,12,45,5,+2.2,-5.3,11,1,,,0,38.9,5,2024,08,09,38.9,8,2024,08,09,25.8,8,2023,11,03,2012
51226,愛知県,岡崎（オカザキ）,,2024,11,18,23,00,19.1,5,13,14,5,+2.4,-5.2,11,1,,,0,39.0,5,2024,08,16,39.3,8,2018,07,23,26.1,8,2000,11,02,1979
51247,愛知県,新城（シンシロ）,,2024,11,18,23,00,20.1,5,12,19,5,+2.8,-5.7,11,1,,,0,38.6,5,2024,08,17,39.6,8,2018,07,23,26.4,8,2023,11,02,2002
51261,愛知県,セントレア（セントレア）,,2024,11,18,23,00,18.3,5,00,35,5,+1.8,-4.4,11,1,,,0,35.2,5,2024,07,22,36.1,8,2013,08,10,25.7,8,2023,11,06,2005
51281,愛知県,蒲郡（ガマゴオリ）,,2024,11,18,23,00,19.9,5,12,36,5,+2.6,-4.9,11,1,,,0,37.9,5,2024,08,17,38.7,8,1995,08,19,26.7,8,2023,11,05,1979
51311,愛知県,南知多（ミナミチタ）,,2024,11,18,23,00,18.0,5,11,13,5,+1.7,-5.3,11,1,,,0,37.0,5,2024,08,09,38.3,8,1994,08,05,25.6,8,2000,11,02,1979
51331,愛知県,豊橋（トヨハシ）,,2024,11,18,23,00,19.5,5,13,46,5,+2.8,-4.7,11,1,,,0,36.9,5,2024,07,29,37.9,8,2020,08,16,26.1,8,2023,11,05,2005
51346,愛知県,伊良湖（イラコ）,47653,2024,11,18,23,00,18.8,5,11,24,5,+2.2,-4.8,11,1,,,0,37.5,5,2024,08,09,38.4,8,2013,08,11,25.5,8,2023,11,06,1947
52041,岐阜県,河合（カワイ）,,2024,11,18,23,00,10.1,5,00,36,5,-1.2,-9.4,11,3,,,0,34.6,5,2024,08,23,36.4,8,1994,08,07,24.3,8,2023,11,05,1978
52051,岐阜県,神岡（カミオカ）,,2024,11,18,23,00,11.1,5,00,18,5,-1.6,-10.8,11,3,,,0,37.7,5,2024,08,22,37.7,8,2024,08,22,27.3,8,2023,11,03,1978
52081,岐阜県,白川（シラカワ）,,2024,11,18,23,00,9.7,5,01,41,5,-2.4,-9.7,11,3,,,0,34.9,5,2024,08,23,36.5,8,2007,08,11,25.5,8,2023,11,03,1978
52111,岐阜県,栃尾（トチオ）,,2024,11,18,23,00,9.4,5,12,09,5,-1.2,-9.9,11,3,,,0,33.7,5,2024,08,04,35.4,8,1994,08,15,24.6,8,2023,11,03,1978
52146,岐阜県,高山（タカヤマ）,47617,2024,11,18,23,00,11.3,5,12,20,5,-1.0,-8.4,11,3,,,0,36.6,5,2024,08,04,37.7,8,2019,08,13,25.2,8,2023,11,03,1899
52181,岐阜県,六厩（ムマヤ）,,2024,11,18,23,00,7.8,5,11,24,5,-1.1,-7.8,11,3,,,0,32.4,5,2024,08,02,33.5,8,2001,08,02,22.4,8,2023,11,03,1978
52196,岐阜県,宮之前（ミヤノマエ）,,2024,11,18,23,00,8.7,5,12,54,5,-1.2,-10.6,11,3,,,0,32.8,5,2024,08,04,33.5,8,2018,08,04,22.8,8,2023,11,03,1978
52221,岐阜県,長滝（ナガタキ）,,2024,11,18,23,00,14.4,5,12,24,5,+1.7,-4.0,11,2,,,0,36.2,5,2024,08,13,36.8,8,2018,08,04,23.3,8,2023,11,03,1978
52286,岐阜県,萩原（ハギワラ）,,2024,11,18,23,00,13.1,5,12,49,5,-0.4,-7.7,11,2,,,0,38.0,5,2024,08,03,38.3,8,1994,07,15,24.9,8,2023,11,03,1976
52331,岐阜県,八幡（ハチマン）,,2024,11,18,23,00,16.9,5,12,23,5,+2.8,-2.8,11,1,,,0,38.1,5,2024,08,05,39.8,8,2018,07,22,23.6,8,2011,11,03,1978
52346,岐阜県,宮地（ミヤジ）,,2024,11,18,23,00,14.3,5,12,39,5,+0.9,-5.9,11,2,,,0,36.4,5,2024,08,05,38.9,8,2007,08,16,23.4,8,2003,11,02,1978
52381,岐阜県,樽見（タルミ）,,2024,11,18,23,00,16.3,5,11,52,5,+2.7,-3.6,11,1,,,0,37.6,5,2024,08,03,37.8,8,2023,07,26,23.4,8,2023,11,02,1978
52406,岐阜県,金山（カナヤマ）,,2024,11,18,23,00,16.7,5,13,10,5,+1.6,-4.7,11,2,,,0,37.8,5,2024,08,16,41.0,8,2018,08,06,25.3,8,2023,11,03,1978
52461,岐阜県,美濃（ミノ）,,2024,11,18,23,00,19.1,5,11,41,5,+2.9,-2.8,11,1,,,0,40.0,5,2024,08,16,41.0,8,2018,08,08,26.5,8,2024,11,11,1978
52482,岐阜県,黒川（クロカワ）,,2024,11,18,23,00,14.8,5,10,44,5,+1.4,-4.7,11,2,,,0,36.4,5,2024,08,17,37.4,8,2007,08,16,23.4,8,2023,11,06,1998
52511,岐阜県,揖斐川（イビガワ）,,2024,11,18,23,00,18.3,5,11,57,5,+2.0,-4.4,11,1,,,0,39.2,5,2024,08,14,39.6,8,2018,07,18,25.8,8,2023,11,03,1978
52536,岐阜県,美濃加茂（ミノカモ）,,2024,11,18,23,00,18.4,5,13,03,5,+2.5,-4.0,11,1,,,0,39.0,5,2024,08,16,39.7,8,2018,07,18,25.8,8,2023,11,06,1978
52556,岐阜県,恵那（エナ）,,2024,11,18,23,00,17.0,5,11,58,5,+1.7,-5.8,11,2,,,0,37.6,5,2024,08,17,38.8,8,2018,07,23,25.0,8,1984,11,08,1976
52557,岐阜県,中津川（ナカツガワ）,,2024,11,18,23,00,17.8,5,11,27,5,+2.6,-5.2,11,1,,,0,37.7,5,2024,08,17,39.2,8,2018,07,23,25.6,8,2023,11,06,2010
52571,岐阜県,関ケ原（セキガハラ）,,2024,11,18,23,00,17.5,5,12,11,5,+2.4,-4.0,11,1,,,0,37.6,5,2024,08,14,37.9,8,1994,08,08,25.0,8,2011,11,04,1978
52581,岐阜県,大垣（オオガキ）,,2024,11,18,23,00,18.6,5,12,23,5,+2.2,-4.7,11,1,,,0,38.8,5,2024,08,13,38.8,8,2024,08,13,25.9,8,2023,11,03,1978
52586,岐阜県,岐阜（ギフ）,47632,2024,11,18,23,00,18.9,5,11,26,5,+2.2,-4.0,11,1,,,0,39.0,5,2024,08,14,39.8,8,2007,08,16,26.7,8,1923,11,01,1883
